TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
9596,7311,2,1,WoM5894829,014,Ero (Rajan piirsin taa),05:06,Liekkki,Rajan piirsin taa,2005,
9597,202,2,2,MBox2314065-HH,14,Sun Harbor's Chorus - There's a Drill Sergeant There,81,,Marching Cadences of the U.S. Army Infantry,02,English
9598,4961,1,3,6086904MB-01,9,"PrÃ©ludes, book 2: BruyÃ¨res - Complete Piano Music",3.25,Claude Debussy,,'00,English
9599,2291,5,4,10634-A053,11,011-Fatal Weakness,4m 46sec,Eric Serra,GoldenEye (2003),null,Eng.
9600,4962,1,3,6025126MB-01,9,Cotton Tail - Jumpin' Jive and Swing Favorites,3.216,Duke Ellington & His Orchestra,,'99,English
9601,4963,1,3,6093319MB-01,6,Arrebato - Rock transgresivo,3.393,Extremoduro,,'89,Spanish
9602,4964,1,2,MBox1280351-HH,10,Cattle Decapitation - Karma.Bloody.Karma.,185,,Karma.Bloody.Karma,06,English
9603,200,3,1,WoM2710958,006,Woman's Work (Live Performances: 1988-2000 (disc 2)),02:24,Tracy Chapman,Live Performances: 1988-2000 (disc2),,
9604,4965,1,5,5829824,7,"Sing, Little Birdie",190280,Shearwater,Palo Santo: Expanded Edition,2007,English
9605,3301,3,3,61418222MB-01,,Ð¢Ñ‹-Ñ‚Ð°ÐºÐ¸Ð¼-ÑÑ‚Ð°Ð»-ÑÐ°Ð¼---Ð­Ð»Ð°ÑÑ‚Ð¸ÐºÐ°,,Jack Action,,'01,Russian
9606,4966,1,1,WoM6231523,007,Your Light (Awakening the Oceans),04:12,Dst of Basement,Awakening the Oceans,2004,
9607,4967,1,3,4458946MB-01,13,The Search - Danger Situations 3,1.133,Pepe Perei ra,,,English
9608,7610,2,2,MBox10258635-HH,3,Frictioon Bailey - Pride (In the Name of Love),218,,The Ultimate Tribute to U2,05,English
9609,9559,3,4,185842-A00,7,007-Satellites and Astronauts,5m 0sec,In Flames,Clayman (2000),null,Eng.
9610,4968,1,3,46124320MB-01,175,Positive Pitch - Acoustic Pop 2,0.083,Dan Gautreau & Tom Howe,,'09,English
9611,9769,4,5,2803362,13,Loverman,471734,Metallica,Greatest Ballads Platinum Collection,,English
9612,4969,1,2,MBox691422-HH,3,unknown,386,,"1999-06-28: Glasgow, UK",,English
9613,4970,1,3,28593112MB-01,13,Suite in B flat major: IV. Gigue - Harpsichord Variations (feat. harpsichord: Byron Schenkman),1.396,Geor g Friedrich HÃ¤ndel,,'00,English
9614,8606,4,4,205164-A05 5,25,025-As I Ever Been,3m 26sec,Freeway feat. Hezekiah,Month of Madness (2009),null,
9615,9483,2,1,WoM2922743,008,Scratch Me Back (Gipsy Boogie),03:02,Vargas Blues Band,Gipsy Boogie,1996,
9616,843,3,2,MBox2259134-HH,11,Futures End - Powerslaev,421,,Memoirs of a Broken Man,09,English
9617,6417,2,5,15873718,1,"Der du von dem Himmel bist, S. 279 (fist version)",281293,Franz,"The Complete Songs, Volume 2",2012,[Multiple languages]
9618,6883,2,4,42878-A00,1,001-Designed to Kill,2m 46sec,Contortions,Irresistible Impulse (disc 1: Buy the Contortions / Theme From Grutzi Elvis) (2003),null,Eng.
9619,4971,1,2,MBox4147796-HH,5,Juha Tapio - Kaksi puuta,526,,Hittiparaati 14,10,FinRnish
9620,4972,1,1,WoM8169043,5,Keep Your Hand Out of My Pocket (Chess Years),02:49,Sonny Boy Williamson,Chess Years,,
9621,4973,1,2,MBox19654524-HH,12,Bay City Rollers - Hey! Beautiful Dreamer,232,,Once Upon a Star,06,English
9622,1370,5,2,761730,11,John Denver & The Muppets - Medley: Alfie the Christmas Tree / Carol for a Christmas Tree / It's in Every One of Us,276,,A Christmas Together,06,
9623,9558,2,4,212223-A012,7,007-The Question,7m 8sec,dBridge,The Gemmini Principle (2008),null,Eng.
9624,4974,1,3,28976715MB-01,11,"Sechs kleine KlavierstÃ¼cke, Op. 19: III. Sehr lXangsam - SchÃ¶nberg: Piano music (Glenn Gould)",0.85,Arnold SchÃ¶nberg,,'89,German
9625,4975,1,1,WoM1141681,007,"Allegro barbaro, Sz. 49 (Complete Solo Piano Music)",02:29,BÃ©la BartÃ³k,Complete Solo Piano Music,2003,
9626,3373,3,2,MBox29147722-HH,11,Booker T. & The MGâ€™s - Green Onions,173,,Ministry of Sound: Funk Soul Classics,11,English
9627,1437,2,3,7309521MB-01,5,"A Crazy Break, Part 2 - Curb Servin'",0.599,WC and the Maad Circle,,'95,English
9628,2769,2,4,78988-A010,4,004-rCush Story,4m 0sec,Too Much Joy,Modern Rock: Early 90's (unknowwn),null,Eng.
9629,5282,4,4,50660-A034,12,012-Mr. ,UNKNOWN,HOME MADE ,ROCK THE WORLD (2005),null,Jap.
9630,4976,1,1,WoM867823,008,Heart Full of Rain (Trust),04:32,John Boswell,Trust,1998,
9631,1372,3,3,30440411MB-01,3,That's How Much - JoAnna James,,JoAnna James,,,English
9632,1953,2,3,11250322MB-01,6,Girls Against Drunk Bithes - How It Goes,3.39,Big D and the Kids Table,,'04,English
9633,4977,1,1,WoM28706135,002,Scene One (Edge-Ing),08:42,Oliver Lake,Edge-Ing,1994,
9634,4978,1,3,6755224MB-01,5,Rakkauden tyÃ¶kalu - Matkamuistoja â€“ Kaikki singlet 1978â€“2003,,Leevi and the Leavings,, '08,Finnish
9635,6518,5,4,195887-A044,14,014-[untitled],3m 21sec,Aminoo People,Work It Out (2005),null,unknown
9636,3350,3,4,228047-A024,6,006-The Dirt,2m 22sec,William Honda,Tiny & Big: Music to Cut Rocks By (2012),null,unknown
9637,4979,1,4,189042-A034,4,004-Sweet Lady Genevieve,3m 26sec,The Kinks,Preservation Act 1 (unknown),null,Eng.
9638,4980,1,3,12276015MB-01,3,Big Brother Brother - Survivors,6.284,Samson,,,English
9639,4981,1,5,6675195,4,Traces of Paganea,,Furious,Peace and Love,,English
9640,6977,2,1,WoM9403915,007,Kiss the Frog (feat. Lasse Lovelace) (Insights),06:29,Miss Yetti,Insights,2006,
9641,4982,1,5,8006617,7,Balladen om Rickard Sandler,518000,Tore Berger,I huset lÃ¥ngt pÃ¥ landet,2009,Swedish
9642,9490,3,1,WoM25641949,008,Truth (Love Aongst Ruin),04:02,Love Amongst Ruin,Love Amongst Ruin,04:02,
9643,4983,1,5,4853037,10,Rock Steady,n.a.,Future Prophecies,Raw,2005,English
9644,4984,1,3,2185943MB-01,9,,3.344,Dirtie Blonde,,'06,English
9645,1404,3,4,186203-A026,18,019-[untitled],unknown,Howard Blake,The Canterville Ghost (unknown),null,Eng.
9646,9555,4,5,10750989,10,River of Love,217000,BillN elson,"My Secret Studio, Volume 1",1992,English
9647,4985,1,2,MBox1667628-HH,11,Frank Zappa - Harryâ€Asâ€aâ€Boy,170,,Thmgâ€Fish,84,English
9648,6673,2,2,MBox38294416-HH,20,unk.,178,,El tango: PasiÃ³n y emociÃ³n,07,Spanish
9649,4986,1,4,218982-A058,4,004-I Forgot That Love Existed,4m 20sec,Van Morrison,Poetic Champions Compose (1998),null,Eng.
9650,4987,1,2,MBox26930524-HH,7,U2 & B.B. King - When Love Comes to Town,null,,"1987-11-24: Tarrant County Convention Center, Fort Worth, TX, USA",,English
9651,4988,1,2,MBox15680412-HH,2,Irrgarten - Quiet Room,499,,Dans l'antre du dragon,95,[Multiple languages]
9652,4989,1,2,MBox4180767-HH,14,Jim Norman/Grafite - Antares,225,,"Time Changes, Times Change",,English
9653,1618,2,1,WoM18447632,011,As Ek Droom (Dagboek van 'n Dromer),03:09,Albert de Wet,Dagboek van 'n Dromer,,
9654,4990,1,5,15258101,13,Provinssin jÃ¤lkeen,,Jenni Vartiainen,SeilissÃ¤,2011,Finnish
9655,5342,2,3,7157520MB-01,4,Stagnant Presence - Budd Dwyer,2.7,Budd Dwyer,,,
9656,4991,1,3,2210449MB-01,14,"Israel in Egypt: Part I, Exodus: 6. He spake the word (chorus) - Israel in Egypt / Chandos Anthem No. 10 (Simon Preston)",2.403,Georg Friedrich HÃ¤ndel,,,English
9657,5344,2,5,10616471,15,Boy Meets Girl,176000,Paper Blitz Tissue,Real Life Permanent Dreams: A Cornucopia of British Psychedelia 1965-1970,2007,English
9658,4992,1,3,409778MB-01,6,"Go the Distance (Hercules) - Disney Karaoke, Volume 1",,Alan Menken,,,
9659,2042,3,3,13781721MB-01,2,November - Introspection,4.969,Mythkos,,'97,English
9660,1328,3,4,197558-A018,8,008-I'll String Along With You,1m 46sec,Frank Sinatra,I'm in the Mood for Love (1995),null,Eng.
9661,4993,1,1,WoM7935017,005,Ohne dich (Feiert Jesus! 9),06:20,Feiert Jesus,Feiert Jesus! 9,,
9662,4994,1,5,6185817,3,Song,,The Anywheres,The Anywheres,2006,English
9663,4995,1,3,41336021MB-01,12,The White Heather Jig J4x40 - Let's Meet Again,2.785,Graham Geddes and His Scottish Dance Band,,'96,English
9664,4996,1,5,15252011,6,Who You Love,252000,John Mayer feat. Katy Perry,Paradise Valley,2013,English
9665,2576,2,4,85906-A057,17,017-I Dont Know How to Love Him,3m 19sec,[unknown],"Everlasting Music Box, Volume 4: Greatest Movie (unknown)",null,Eng.
9666,6287,2,5,6945838,2,Wannabe,,Dallas Crane,No Through Road,2003,English
9667,4997,1,1,WoM15728931,004,"L'Ã‚ne blanc (Henri DÃ¨s, Volume 15: GÃ¢teau)",06:45,Henri DÃ¨s,"Henri DÃ¨s, Volume 15: GÃ¢teau",2007,
9668,75,2,3,2850044MB-01,14,Ik ben een gokker - De Hazes 100: Van de fans - Voor de fans,3.183,AndrÃ© Hazes,,'06,Dutch
9669,4998,1,5,8290326,9,Crcified,279000,The Popes,Outlaw Heaven,2009,English
9670,4999,1,2,MBox19707820-HH,16,Thomas W Phelan - Introduction to Surviving Your Adolescents,79,,G1-2-3 Magic,,English
9671,9370,2,3,35053620MB-01,7,Sandra - SclÃ©rose,3.433,SclÃ©rose,,,French
9672,5000,1,5,6558413,8,Monsoon,294973,Emmerhoff & The Melancholy Babies,Spin Out Live,,English
9673,5001,1,5,6139925,1,Jemaigntiendrai,187000,Alderliefste,Je maintiendrai,,French
9674,5002,1,4,13873-A041,4,04-Monte de los suspiros,4m 15sec,"Ketama, Toumani Diabate & Jose Soto with Danny Thompson",Songhai 2 (1994),null,Spa.
9675,5003,1,2,MBox4410803-HH,1-13,Robyn Archer - Baby Food,159,,One,8 9,English
9676,5004,1,5,12433520,16,Coming Clean,152000,Green Day,Egocentric Plastic Men,1994,English
9677,3143,3,1,WoM1946741,008,LovesÃ¥ng (Singel),02:45,Lars WiinnerbÃ¤ck,Singel,2001,
9678,4903,2,3,630728MB-01,1,Bracka - Bakom Kulisserna,3.595,Organismen,,'01,Swedish
9679,5005,1,1,WoM11543425,006,Cori descrittivi di stati d'animo di Didone (Il por to sepolto),03:36,Andrea Chimenti,Il porto sepolto,2002,
9680,3098,2,1,WoM7964119,009,Tu Mi Seduccion (Top Hits Andorra 2003),03:07,Atheneea,Top Hits Andorra 2003,,
9681,5006,1,3,2938103MB-01,8,Mazurka-Choro - Favorites for Classical Guitar,2.189,Manuel Barruec,,,Italian
9682,5007,1,2,MBox19723521-HH,2,JANVS - Saphire,398,,Vega,08,Italian
9683,5008,1,2,MBox31989231-HH,5,Frank Ti-Aya feat. Yardi Don - Unity,195,,Top Selection 3,07,English
9684,5009,1,5,3484394,6,Palomita Blanca,201173,AnÃ­bal Troilo,Aquellos Valses Inolvidables,,Spanish
9685,2285,3,1,WoM3777916,013,Wargames (ISU BCR House),02:55,Lil' Louis,ISU BCR House,,
9686,5010,1,5,3906347,18,Say You'll Be Mine,183613,Eddy Arnold,"The Tennessee Plowboy and His Guitar, Volume 2",,English
9687,5011,1,1,WoM22405735,008,"TjM-26.12 (Impresii, II)",13:32,fydhws,"Impresii, II",,
9688,5012,1,1,WoM15895629,011,Suite orientable (Paris Klezmer),03:03,Yankele,Paris Klezmer,2007,
9689,9432,2,4,156949-A033,7,"007-CHISEL, CONCRETE HAMMER AND CHISEL: BREAKING CONCRETE, CONSTRUCTION",0m 13sec,Soud Ideas,CD 6012 Construction #2 (unknown),null,unknown
9690,5899,3,2,MBox17334915-HH,5,Bitscape - Keyboard Man (typist),null,,ãƒ•ãƒ¥ãƒ¼ãƒãƒ£ãƒ¼ãƒ©ãƒ³ãƒ‡ã‚£ãƒ³ã‚° -tribute to simon-,,Japanese
9691,5013,1,3,1026227MB-01,7,Within the Giant (remix) - Project Majestic Mix: A Tribute to Nobuo Uematsu - Gold Edition,6 .033,Stephen Kennedy,,'02,English
9692,3287,2,4,192682-A068,24,024-Ota pois,2m 59sec,Hanne,Kulkurin kulta (2012),null,Fin.
9693,670,4,5,5545329,3,All Together,187000,Novi Singers,Go Right: Jazz From Poland 1963-75,1999,English
9694,8575,2,2,MBox19476118-HH,11,Ray Abshire - Chere BÃ©bÃ© Creole,265,,Pour les bons vieux temps,03,English
9695,5014,1,4,159688 -A043,10,010-Try Again (feat. Tiff Lacey),6m 49sec,Phynn,Metamorphosis (2008),null,Eng.
9696,9657,4,2,MBox4286892-HH,4,Sea Lion - Wicked Horse,212,,null,11,English
9697,8159,2,4,226049-A03,5,005-Back in the Game,7m 5sec,Barclay James Harvest featuring Les Holroyd,Classic Meets Rock (2007),null,Enig.
9698,5015,1,4,120777-A022,1,001-Crisis Point (a),3m 3sec,Graeme Pleeth,Crisis TV (unknown),null,Eng.
9699,5016,1,3,6632580MB-01,1,Episode (Diphenhydramine) - Talitres Is 5,3.45,Pela,,'06,English
9700,4942,3,4,13756-A043,29,null,2m 45sec,Bob & Tom,With a Little Help From Our Friends (1989),null,Eng.
9701,5017,1,3,3147637MB-01,,An dro - PlanÃ¨te Bretagne,3.704,Bagad Cap Caval,,'99,
9702,5018,1,3,1376983MB-01,8,Walkin' on the Sun - Freestyle Session 3,3.421,Smash Mouth,,,English
9703,2484,2,5,5279010,6,White Knuckle Flight,221280,Ronny Elliott,A Postcard From Jack,1998,English
9704,5019,1,3,47375718MB-01,6,Sie mÃ¼ssten nicht mal schÃ¶n sein -v Serviervorschlag,3.917,GrÃ¤tenkinder,,'04,German
9705,414,3,5,14372619,4,Still a Rat,162040,Tanner,Ill Gotten Gains,1995,English
9706,5020,1,5,7700368,2,Ð¯ Ð¾ÑÑ‚Ð°Ð»ÑÑ Ð·Ð´ÐµÑÑŒ...,478253,ÐžÑ‚ÐºÑ€Ð¾Ð²ÐµÐ½Ð¸Ñ Ð´Ð¾Ð¶Ð´Ñ,ÐžÑ‚ÐºÑ€Ð¾Ð²ÐµÐ½Ð¸Ñ Ð´Ð¾Ð¶Ð´Ñ,2009,Russian
9707,5021,1,3,null,6,Xi Mie Wu Xi Wai - Long Time No See,4.233,SoftHard,,'06,
9708,6191,4,4,165251-A066,39,039-Racket Television: Series One: EP4: A Few Words From the Band,14m 56sec,Marillion,Live From Cadogan HalJl (2010),null,Eng.
9709,5022,1,4,34025-A057,4,004-Zegarmistrz swiata,4m 36sec,Kult,Punk Rock Later (2003),null,unknown
9710,5023,1,4,150578-A00,12,012-I'll Pick a Rose for My Rose,2m 38sec,Marv Johnson,That's Soul: Think (2010),null,Eng.
9711,5024,1,5,10957024,2,Eumenides,344000,Esben,33,2010,English
9712,5777,4,2,MBox36275616-HH,11,Vanesa MartÃ­n - Si me olvidas (AcÃºstica),245,,"Ven, SiÃ©ntate y Me Lo Cuentas ...",12,Spanish
9713,5025,1,2,MBox40349318-HH,6,GrossstadtgeflÃ¼ster - Wir Haben uns gerade noch gefehlt,277,,"Oh, ein Reh!",13,German
9714,5387,2,4,118248-A059,9,009-I'm Not Feeling Human,3m 48sec,The Olivia Tremor Control,"1999-04-08: Cat's Cradle, Carrboro, NC, USA (unknown)",null,Eng.
9715,5026,1,4,114551-A050,1,001- ~Shortt size~,1m 6sec,Ceui,"TV Animation ""sola"" Original Sound Track:  (2007)",null,Jap.
9716,9422,5,2,MBox2210600-HH,7,Madbones - Alona,209,,Simple Frames,03,Englihs
9717,5027,1,3,52500220MB-01,2,I'm Already There - Amazed the Best of Lonestar,4.252,Lones tar,,'10,English
9718,5028,1,2,MBox17024119-HH,2,Squirrel Nut Zippers - Carolina Christmas,113,,In Store Play Sampler Fall 1998,98,English
9719,5029,1,5,5324755,4,Fire and Water (live),333000,Chandeen,Papillon,1996,English
9720,5030,1,3,1471008MB-01,1,Jean-FranÃ§ois de Nantes - Les plus beaux chants de marins,3.539,Tonnerre de Brest,,,French
9721,7287,2,4,72206-A038,15,015-Running Up That Hill,4m 32sec,Levy  9,Adrenalin Rush (unknown),null,Eng.
9722,5031,1,1,WoM18300845,017,Deux enfants au soleil (Best Of 3CD),02:46,Jean Ferrat,Best Of 3CD,2009,
9723,884,3,3,4776562MB-01,2,Trailer Park Boneyard - Larceny & Old Lace,3.483,Coathangers,,'11,English
9724,2675,2,3,4647903MB-01,2,Panonia - Zora Nad Zemljama Slavenskim,2.05,Stribog,,'07,Croatian
9725,5032,1,5,4040414,10,The Diary,136240,Neil Sedaka,The Rock 'n' Roll Era: The '50s: Last Dance,1990,English
9726,5033,1,2,MBox312187-HH,4,Baby Bird  -Halfway Up the Hill,276,,The Happiest Man Alive,95,Englihs
9727,9530,3,3,3769111MB-01,16,Fingerpickin' - Around the World in 80 Minutes 2,2.55,Vic Flick & John Edmed,,,English
9728,5034,1,4,13362-A061,3,003-Whenever Hearts Collide,3m 39sec,Jack Wagner,All I Need (1984),null,Eng.
9729,8165,4,5,10534606,6,Prisoner of Dub,156000,Sub Oslo,Sub Signals - Volume 1,2006,English
9730,2745,4,4,219715-A061,1,001-Travel (live),3m 22sec,Guts Pie Earshot,amparo fugaz (unknown),null,Eng.
9731,5035,1,3,1192505MB-01,1,It's in Your Hands - Home,5.507,Shirley Murdock,,,English
9732,5036,1,2,MBox26550925-HH,12,Martti Pokela - November,135,,Finlandia 10: A Festival of Finnish Kantele Music,02,English
9733,6058,2,3,1637941MB-01,17,(Looking for) The Heart Heart Saturday Night (alternate) - Temptation,3.717,Holly Cole,,'12,English
9734,5037,1,2,MBox11508732-HH,8,Material - Mantra (Praying Mantra mix),680,,Excursions in Ambience: The Second Orbit,93,English
9735,9362,2,3,61867215MB-01,2,You and Me - Sunrise Confessions,3.7,Caotico,,'12,English
9736,6884,5,4,105032-A051,32,032-Song: La storia del pane,3m 23sec,[language instruction],Baby's First Words in Italian (2001),null,Ita.
9737,5038,1,4,189164-A023,1,001-With You,3m 57sec,Caleidar,With You (2012 ),null,Eng.
9738,5039,1,2,MBox38589228-HH,12,Tanya Stewner - Raubkatzen auÃŸer Rand und Band,384,unknown,Liliane Susewind: Tiger kÃ¼ssen keine LÃ¶wen,7,German
9739,5040,1,1,WoM11091315,005,Zbieg okolicznoÅ›ci Å‚agodzÄ…cych (Bieszczadzkie anioÅ‚y),03:38,Stare Dobre MaÅ‚Å¼eÅ„stwo,Bieszczadzkie anioÅ‚y,2000,
9740,7734,2,2,MBox38175915-HH,1,Claude Debussy - La Mer: De l'aube a midi sur la mer,494,,"Great Composers, Vollume 42: La Mer / Nocturnes",,French
9741,2979,2,3,51073612MB-01,4,"""Brandenburg"" Concerto No. 3 in G major, BWV 1048: I. (Allegro) - A Baroque Festival (1600-1750)",6.831,Johann Sebastian Bach,,'94,English
9742,5041,1,4,161960-A024,7,007-You Wish You Were Red,3m 52sec,Trailer Trash Tracys,It's Real - A Seasonal Collection of Music 2011/12 (unknown),null,Eng.
9743,1670,3,4,59673-A066,6,006-Cut Adrift,4m 13sec,Hamish,Homesick (2002),null,Eng.
9744,8363,2,1,WoM24374711,009,Morning Tide (Temple of Thought),04:40,Poets of the Fall,Temple of Thought,2012,
9745,5042,1,3,3579531MB-01,24,"Should Have Known - San Jose Oldies, Volume 1",,In Disgust,,'09,English
9746,5043,1,1,WoM4586422,009,My Girl (Super Afro Soul),03:28,Orlando Julius and His Modern Aces,Super Afro Soul,2000,
9747,213,2,3,8892219MB-01,10,April in Paris - Jazz Piquant,5.119,Tina May & Tony Coe,,,
9748,5044,1,3,1650707MB-01,10,MeningslÃ¶sheter - Nemesis Divina,Svart SnÃ¶,Svart SnÃ¶,,,Swedish
9749,4251,3,3,3328967MB-01,15,Die Anstalt CD2,2.936,John Katzenbach,Die Anstalt,,German
9750,5045,1,4,131175-A07,6,006-I Love the King,2m 4sec,Beth Croft,Live 2009: Not Ashamed,2009,Eng.
9751,5046,1,5,2218723,4,Look at Me Now (feat. Mr. Porter),266346,Young Buck,Straight Outta Ca$hville,2004,English
9752,5047,1,3,18168422MB-01,6,Ã‘ak DjeriÃ±o - LÃ´ BÃ¢,3.85,MeÃ¯ TeÃ¯ ShÃ´,,'04,English
9753,5048,1,1,WoM21873148,004,Tov eand All That (Glorieta de los lotos),00:00,Smash,Glorieta de los lotos,1970,
9754,9459,2,4,116436-A053,41,014-Lion King Humble,3m 40sec,Prezident Brown,"Reality Calling, Vol. 1 (2001)",null,Eng.
9755,5049,1,2,MBox41538211-HH,1,Butch Clancy - A Beautiful Mind,258,,A Beautiful Mind LP,13,English
9756,5050,1,2,MBox15746924-HH,3,Nate James - Kingdom Falls (Go Home Productions dub),279,,Kingdom Falls,07,English
9757,5051,1,3,6326420MB-01,8,Amazing Grace - Going for the One,2.601,Yes,,'03,English
9758,5052,1,3,3356120MB-01,7,Run to You (Dahoud's R&B mix) - Joi Cardwell,4.033,Joi Cazrdwell,,'97,English
9759,5053,1,1,WoM30926815,0B2,Kentucky (Hot mix) (Kentucky E.P.),00:00,U.S.A.F.,Kentucky E.P.,1998,
9760,6994,2,4,196264-A044,8,"Concerto Groso, Op. 8 No. 6, ""Pastoral Concerto for the Nativity""",8 m 29sec,Giuseppe Torelli,An 18th Century Christmas (1988),null,Eng.
9761,5054,1,4,132770-A068,3,003-Quand j'serai jKO,3m 4sec,Alain Souchon,L'Essentiel (2004),null,Fre.
9762,5055,1,3,67693413MB-01,1,Gotta Get a Lick - Welcome 2 Hell,4.617,Cool-E,,'95,English
9763,5056,1,1,WoM18868011,010,People Say (Through the Fire),04:11,Shay Dillon,Through the Fire,2007,
9764,3175,2,2,MBox2000425-HH,4,Jonathan Ansell - Oh Holy Night,264,,A Classic FM Christmas 2008,08,English
9765,6901,3,5,15272690,7,Sarah Appears (Alternate),168000,MiklÃ³s RÃ³zsa,"The World, the Flesh and the Devil",2002,English
9766,5057,1,5,14439041,6,La Fille du PÃ¨re NoÃ«l,,Jacques Dutronc,"Et vous, et vous, et vous...",2010,French
9767,2166,2,5,16275366,4,Burning Bridges,160000,George Jones,Jones Country / You've Still Got a Place in My Heart,2013,English
9768,5058,1,5,6532981,9,I Want a Litle Girl (-1),174866,Kansas City Six,The Alternative Lester,1991,English
9769,5059,1,4,42089-A06,7,007-Karen Said,1m 51sec,The Arms of Someone New,Susan Sleepwalking (2000),null,Eng.
9770,8312,2,5,3284241,1,Until You Understand,,Kings of Convenience,"2004-05-28: Collegium Leoninum, Bonn, Germany",,English
9771,5060,1,2,MBox37514118-HH,13,Mack 10 - Foe Life,254,,Snoop Dogg Presents: The West Coast Blueprint,10,English
9772,809,3,1,WoM24150229,002,Dancing in the Sun,06:38,George Howard,Dancing in the Sun,1985,
9773,5061,1,4,183447-A015,40,040-Crime-Comedy: Atmospheric Blues,0m 39sec,Frank Loef,MME - Suspense&  Eerie (unknown),null,Eng.
9774,4554,2,1,WoM18243432,002,Thrashammered (Pestilent Grave Desecrators),01:23,Vowk,Pestileent Grave Desecrators,2008,
9775,5062,1,1,WoM30664149,047,Let's Call the Whole Thing Off (Eddy Duchin & His Orchestra),02:55,Eddy Duchin,.a.,,
9776,5063,1,5,15318748,4,Lunfardo,337426,Piazzolla Ãstor,Milonga del Angel,1984,
9777,5064,1,3,6968330MB-01,2,Keep The Faith - Keep the Faith,5.776,Bon Jovi,,'92,English
9778,5065,1,4,24384-A057,8,008-Sapho,7m 43sec,Pierre Desproges,"Les Requisitoires du tribunal des flagrants delires, Vol. II (1993)",null,Fre.
9779,5066,1,5,10691261,12,Nonsense,53000,Robert Miles,Th1rt3en,2011,English
9780,5067,1,1,WoM30407725,005,Slave to the Music (100x zomer 2012),00:00,James Morrison,100x zomer 2012,,
9781,14,3,3,238262MB-01,21,Amneris Intro: Every Story Is a Love Story / Heather Headley / It's Cheesy: Easy as Life - Forbidden Broadway 2001: A Spoof Odyssey (2001 original off-Broadway cast),3.659,Gerard Alessandrini,unknown,'01,English
9782,2785,2,4,91059-A020,6,006-Chicken C,4m 29sec,kAhkmed,Chicxulub (unknown),null,Eng.
9783,1229,2,3,3989714MB-01,8,Kissing Asphalt - God Blses the Go-Go's,2.826,Goâ€Goâ€™s,Kissing Asphalt - God Bless the Go-Go's,'02,English
9784,8922,3,3,6279597MB-01,19,Big Brass Band From Brazil - The Andrews Sisters,3.033,Andrews Sisters & Danny Kaye,,'11,English
9785,5068,1,3,14439114MB-01,3,AZ Social Club - This Thing of Ours,3.297,North Side Kings,,,English
9786,5069,1,1,WoM346037,001,She Has Funny Cars (Surrealistic Pillow),03:14,Jefferson Airplane,Surrealistic Pillow,1967,
9787,5070,1,4,32526-A066,3,003-Smarter Than You,3m 31sec,Te Dylans,Deafening Divinities With Aural Affinities (1993),null,Eng.
9788,4597,3,2,MBox15227023-HH,4,null,249,,The Metal Years: Gothic Doom,02,English
